Comment,Compound,Positive,Negative,Neutral
"Hi ABC News. Please can you read the new educational book called 'The Replacement People of the Bible', and see what the rabbis and priests have been hiding for thousands of years about Prophet Muhammad being prophesied in the Old Testament. Also, how the Muslims got the West out of the Dark Ages, which the Western educational institutions are hiding from people.",-0.2732,0.035,0.067,0.898
Trump is a lame duck president,-0.4215,0.0,0.412,0.588
We do not care what the RINOS think.,-0.3875,0.0,0.273,0.727
Cabinet of slime balls.,0.0,0.0,0.0,1.0
This selection exposed early who may or may not   stand behind Trump's agenda.,-0.0772,0.0,0.098,0.902
Excellent Choice............,0.5719,0.787,0.0,0.213
I bet my life their sources are ANONYMOUS 🥴🥴🥴🥴🥴🥴🧂🧂🧂🧂🧂🧂🧂🧂🧂,0.0,0.0,0.0,1.0
PIZZA GATEZ😂,0.0,0.0,0.0,1.0
"DOJ set Matt Gaetz up because Gaetz went after Hunter Biden and his laptop. Yet the MSM gives the proven pervert Hunter a pass. Lawfare, extortion, blackmail are real at the DOJ",-0.5106,0.0,0.099,0.901
DISCUSSING 😡😠🤬,0.0,0.0,0.0,1.0
Please STOP perpetuating the be;lief that this woman will RESTRAIN A DAMN THING,-0.6207,0.13,0.36,0.509
🤡🤡🤡🤡🤡,0.0,0.0,0.0,1.0
Do you hear that noise? That’s the document shredders at Garland’s corrupt DOJ trying to destroy evidence of their crimes. 🤬,-0.5423,0.0,0.156,0.844
I'd bet it's a Koo just like it all was for Trump. Gates gets my vote,0.3612,0.152,0.0,0.848
DeSantis can control Gaetz,0.0,0.0,0.0,1.0
Trump had a right not fear he's being spied on by his ppl. Hus Presidency his choice. Deal with it,0.3875,0.127,0.0,0.873
Where I live in Alaska and as far as I'm concerned you can ignore whatever Lisa murkowski says. She's a Republican supposedly to votes against Republicans every session..,-0.3612,0.0,0.091,0.909
"HE IS PERFECT.  Need someone  fearless in that potion.. They are coming  at him with all guns blazing, and he can stand toe to toe with any of these corrupt  organizations!!! ITS EXACTLY  WHAT WAS VOTED FOR!!!",0.8591,0.195,0.0,0.805
He's so creepy looking,0.0,0.0,0.0,1.0
The people want revenge for the years of illegal activity from the democratic party and / or the left!!!,-0.7074,0.155,0.304,0.541
Who is more incompetent? Merrit Garland or Matt Gaetz?,-0.5794,0.0,0.319,0.681
He knows gates has a  bone to pick,0.0,0.0,0.0,1.0
I like how you quickly dismiss the DOJ case. The reasons the DOJs (Merick Garland who is prosecuting Trump) case didn’t go anywhere is because it was a nothing burger!,0.4199,0.094,0.0,0.906
911 😡,0.0,0.0,0.0,1.0
LOVE GATES. GREAT CHOICE ❤🎉😂😂😂,0.8949,0.765,0.0,0.235
He won’t get the job congress needs to approve and vast majority oppose him being picked,0.0,0.0,0.0,1.0
Drain the swamp!,0.0,0.0,0.0,1.0
HARRIS has/had absolutely no experience as a VICE PRESIDENT and she continues to demonstrate that.   Have we so forgotten!,-0.6458,0.0,0.248,0.752
"So the news agency who spreads misinformation about Trump because they favor the Democrats and actually had to edit an interview for Kamala because she fails at everything she does is gonna tell us why Trump chose Gaetz. Really? Go report on Kamalas $20 million debt situation or why she had to pay celebrities to be at her rallies. The word is out, CBS along with all the other woke agencies can't report news without pushing the lefts agenda. Try if you must but people don't trust you.",-0.7354,0.02,0.107,0.873
"NEVER FORGET 
Joe Biden employed men wearing women's dressers Levin 
also a guy stealing luggage at airports looking for women's clothing 😂😂😂",-0.3594,0.089,0.149,0.763
Susie Wiles doesn't have much control over Trump.,0.0,0.0,0.0,1.0
"Gaetz was investigated by the House Ethnics Committee and found not guilty. 
The more the Democrats attack  President Trump's
Picks the it confirms he is the right man for the job. WINNERS are GRINNERS and Democrats are sore losers.",0.0604,0.183,0.179,0.638
"Inbound wrecking ball headed towards the swamp ... if establishment is upset with it, its likely a great pick.",0.3612,0.181,0.115,0.705
Biased news network. You can tell by the words and their tone when speaking about trump’s picks,-0.2732,0.0,0.116,0.884
"Unqualified? 
Now let's discuss what AOC was doing before taking office.",0.0,0.0,0.0,1.0
Swamp is very afraid of him that makes sense to me👍👍👍,0.0,0.0,0.0,1.0
"Well, the whole country got going in the toilet. I hope if everything goes to blaze.",0.6124,0.278,0.0,0.722
"The American people gave trump a mandate to do what he believes wil save the country forward, give him what he wants and judge him after 4 years... simple 🤷",0.4939,0.11,0.0,0.89
Okay,0.2263,1.0,0.0,0.0
Matt will put all of them in jail,0.0,0.0,0.0,1.0
This has to be the most convoluted election America has ever seen😮,0.0,0.0,0.0,1.0
"Great pick, President Donald Trump! Matt Gates is an awesome person for this position.  Looking forward to seeing what he is going to do!",0.8684,0.285,0.0,0.715
"Well let's hope that it's better than it is worse. Finally some government corruption might actually get charged. Did Biden's department of justice think they what, could just go after Trump forever with no recourse?",0.6369,0.244,0.153,0.603
Don't Miss Return New Episode of Spongebob Squarepants Season 15 Coming December on Nickelodeon,0.1139,0.1,0.0,0.9
"Talk  about being caught off guard

The whole left of Centre political class",0.0,0.0,0.0,1.0
Thinking stinking? Trump wants him to do what Trump wants...to do his job! That enough to put everyone on notice?,-0.6189,0.0,0.176,0.824
"Matt gaetz for attorney general 
Is he qualified ?

Obviously not
But the cadre … like a Mexican cartel",0.5023,0.178,0.0,0.822
“Raised some eyebrows “ 😂😂😂😂😂,0.0,0.0,0.0,1.0
Perfect choice.  What is needed for our next AG is a WRECKING BALL.  And that wrecking ball is named Matt Gaetz.,0.5719,0.163,0.0,0.837
"Who does Murkowski ot these smug blowhards think they are???? Trump is dead serious and Matt Gaetz is our next Attornet General!!!!!!!!!!!! Merrick Garland, YOU'RE FIRED!!!🧡💯",-0.7862,0.055,0.238,0.707
"Gaetz will not pass Confirmation in Swnate . Many are against this pick as ludicrous Gaetz is extremely under qualified ,inexperienced for a Huge task . Doesn’t have the appropriate amount of Legal Experience and has a dark and shady reputation for this post hanging over him .",0.0772,0.082,0.054,0.864
GAETZ  IS  PERFECT!  😂,0.6114,0.666,0.0,0.334
Matt Gaetz is the way to go for Attorney General !,0.0,0.0,0.0,1.0
"All this idiots who told us that Biden it’s fit to run the country and Kamala is capable now tell us how bad Gaetz is bed yet we believe you,",0.1531,0.143,0.098,0.758
Do people really not understand the power of recess appointments or the power to adjourn congress at any time  JD Vance can also come in and tske Thines sest at any point.  They can't stop Trump,0.2235,0.051,0.0,0.949
"No one believes this lady. 😂 The idea that he made a spur of the moment to discredit the pick is exactly why these networks are losing viewers. If these pundits were smart they’d be more discreet. These people are blowing their cover just as they did with the “threat to democracy” talk. They are projecting and gas lighting and due to how much credibility they’ve lost, they are only highlighting that these are actually good picks for Americans and bad picks for the politicians opposed to the pick. They will never learn 🤦🏽‍♂️",-0.6124,0.055,0.104,0.841
"Let’s all say a prayer for ABC. They had a great run.
Jesus love you🕊",0.8519,0.43,0.0,0.57
"If Gaetz doesn't get confirmed, tell 47 to prepare Mike Davis as AG! They cannot say NO twice...( They would beg 47 to renominate Gaetz in 2 seconds) !!!",0.5571,0.118,0.0,0.882
Max Payne as attorney general. what a year,0.0,0.0,0.0,1.0
He's the perfect pick the DOJ and their dogs tried to destroy him with false accusations by liars paid to give false witnesses after he destroyed Mayorkas and Garland under oath. The ethics investigation was based on the DOJs swamp monster war against him the R RINOS jumped at the chance to use the ethics committee because he got rid of McCarthy.  😂😂😂,-0.891,0.074,0.212,0.714
Open votes ! No secret government please ! Expose the corrupt!,-0.3348,0.177,0.36,0.462
Haha were they on tbe plane ? Hahaha she was in “another part of the plane “lol I’m dying,0.765,0.292,0.0,0.708
😮🤔🤔Trump is like Heavy weight champ who is unbeaten and delivers knockouts to every opponent!!  HE is the Political MIKE TYSON!🥊🥊🥊🥊🥊🥊🥊🥊,0.7562,0.254,0.0,0.746
The fact theyre this upset over this pick says its the right one.,-0.4588,0.0,0.2,0.8
"ABC , All Bull Crap 💩",-0.3818,0.0,0.464,0.536
For you don’t call  Trump… is President Trump!! OKkkk,0.0,0.0,0.0,1.0
ABC YOUR STILL SO WRONG,-0.5256,0.0,0.459,0.541
We need more like  Gaetz and Green!! So tired of these spineless politicians!,-0.3129,0.156,0.228,0.616
"Uh oh, Matt! Here comes the House Ethics committee! But wait! Your ass got saved just in the Nick of time by Trump. We’d better make you Attorney General. Damn clown car cabinet.",-0.3871,0.165,0.201,0.634
"Matt Gaetz says in House hearings against present A.G.  --- Sir I can read your Mind & this or that is what you think, and this is what you are aware of.  And now let me
tell you I know what  you wouldn't yourself do, but I do know what books you have read.  Also do you know where my Aunt had dinner 9 weeks ago?  And shut up, no OR
Yes?  Why is it U do not know that, and reply to the words I put in your mouth.  Why do you deny what I say you think, Why are U ignoring my ""If,""s Questions too?",-0.7536,0.033,0.093,0.874
Why isn't Gaetz in prison for taking underage girls across state lines for sex? What in the hell is going on?!,-0.5499,0.1,0.195,0.705
And these are the same nut jobs who thought it was a good idea to first install a senile elder then boot him for a DEI hire whos race seems to suit any audience.This is why nobody watches woke media but woke,0.2382,0.049,0.0,0.951
It takes criminals to prosecute other criminals.,-0.8779,0.0,0.716,0.284
These leftys hate everybody!! FABC,-0.6467,0.0,0.517,0.483
"So,ABC, have fun quoting RINOs.",0.5106,0.452,0.0,0.548
"If I wanted to clean house in these unelected, all blue, corrupt, deep state agencies....I'd appoint the same people as Trump.  Hopefully they'll resign before the new Sheriff gets to town.",0.4588,0.155,0.069,0.776
Abc is biased. If only they would just report the news...,-0.2732,0.0,0.174,0.826
"So,",0.0,0.0,0.0,1.0
Trumps pick for AG an Elon pick?,0.0,0.0,0.0,1.0
"The Accusations against Gaetz were ALREADY proven to be nothing more than an Extortion Attempt...  That the family REFUSED to pay
THAT was why there was never any Charges.   Garland and the FBI were Violating SCOTUS Case Law 1964 Sullivan vs US.
Which prohibits Federal Agencies from getting involved in local  Public Meetings with elected official's.    Even if there were violence.
It would be entirely a local Police Matter.",-0.9012,0.041,0.182,0.778
Interesting that you’re protecting the COS. Very interesting.,0.6901,0.487,0.0,0.513
So far Trump has picked those a lot younger than he is. A new government turned over to a younger generation.,0.0,0.0,0.0,1.0
"This is what Republicans think is qualified to be AG  😂 :  Knowing he’s guilty, Republican Congressman Gaetz sought a pardon from Trump for Gaetz having sex with an underage girl + sex trafficking. Investigation started by AG Barr. 😭😂",-0.128,0.059,0.072,0.87
Go MATT!!! ✌️✌️,0.0,0.0,0.0,1.0
ABC your fake news political hacks your control by the Democrat party in the Democratic corporate elite American people have spoken,-0.1027,0.109,0.125,0.766
"Democrats; You lost, get a grip. Have some self respect. Try to keep your dignity!",0.5848,0.314,0.119,0.567
If you believe anything ABC is reporting on what Republican insiders are saying about Trump's decisions... then you are a fool,-0.4404,0.0,0.132,0.868
Hillary was absolutely 100% right! Deplorable!,0.0,0.0,0.0,1.0
Let’s gooo🎉🎉🎉🎉🎉,0.0,0.0,0.0,1.0
Democrats are terrified of Matt,-0.6124,0.0,0.5,0.5
Just ABC propaganda,-0.25,0.0,0.5,0.5
leave Gaetz alone he will get the corrupt people in the D O J .,-0.296,0.0,0.262,0.738
Why would you drain a swamp?,0.0,0.0,0.0,1.0
